user_id,height_cm,weight_kg,sex,wrist_height_cm,axilla_height_cm,ideal_overall_cm,ideal_grip_cm,wrist_estimated,axilla_estimated
U04961,140.9,42.6,F,67.2,103.8,98.8,67.2,False,False
U04901,143.5,47.8,F,70.4,107.0,102.0,70.4,False,False
U04950,143.9,58.5,F,70.5,107.1,102.1,70.5,False,False
U05598,144.2,46.7,F,75.1,108.8,103.8,75.1,False,False
U04109,144.6,48.8,F,73.4,106.2,101.2,73.4,False,False
U04849,144.7,68.3,F,73.6,110.0,105.0,73.6,False,False
U04378,144.7,73.6,F,73.8,108.2,103.2,73.8,False,False
U05414,145.8,44.5,F,69.5,108.8,103.8,69.5,False,False
U04759,146.2,51.9,F,72.8,111.2,106.2,72.8,False,False
U05965,146.3,62.6,F,72.5,108.2,103.2,72.5,False,False
U04985,146.4,42.6,F,71.6,109.6,104.6,71.6,False,False
U05606,146.5,49.7,F,71.8,111.6,106.6,71.8,False,False
U05194,146.8,49.9,F,68.8,110.1,105.1,68.8,False,False
U05946,147.1,46.4,F,73.5,112.2,107.2,73.5,False,False
U05813,147.3,56.2,F,71.7,111.2,106.2,71.7,False,False
U05185,147.5,57.5,F,71.7,111.2,106.2,71.7,False,False
U05608,147.5,48.0,F,72.3,112.3,107.3,72.3,False,False
U05698,147.9,35.8,F,71.9,111.6,106.6,71.9,False,False
U04721,148.0,54.0,F,70.1,113.7,108.7,70.1,False,False
U04824,148.0,47.0,F,71.1,111.1,106.1,71.1,False,False
U05886,148.3,44.2,F,74.0,113.0,108.0,74.0,False,False
U05898,148.7,71.2,F,73.3,111.6,106.6,73.3,False,False
U05753,149.0,61.7,F,75.1,114.0,109.0,75.1,False,False
U05247,149.0,48.4,F,72.4,111.2,106.2,72.4,False,False
U02796,149.1,47.8,M,69.5,110.6,105.6,69.5,False,False
U05228,149.2,43.0,F,70.5,113.5,108.5,70.5,False,False
U04179,149.3,64.2,F,72.1,109.8,104.8,72.1,False,False
U05260,149.3,61.3,F,70.3,112.6,107.6,70.3,False,False
U05655,149.4,58.0,F,72.6,112.3,107.3,72.6,False,False
U05498,149.5,52.6,F,70.1,110.6,105.6,70.1,False,False
U04178,149.5,58.1,F,73.4,112.4,107.4,73.4,False,False
U04502,149.5,50.1,F,72.5,113.3,108.3,72.5,False,False
U04810,149.5,48.7,F,72.3,111.7,106.7,72.3,False,False
U04787,149.6,48.8,F,73.6,111.7,106.7,73.6,False,False
U05738,149.6,50.9,F,68.8,110.8,105.8,68.8,False,False
U04674,149.6,64.6,F,72.3,114.8,109.8,72.3,False,False
U05600,149.7,57.9,F,74.7,114.2,109.2,74.7,False,False
U04560,149.7,46.0,F,73.6,114.9,109.9,73.6,False,False
U05766,149.8,61.7,F,74.7,114.9,109.9,74.7,False,False
U05204,149.8,46.2,F,71.0,112.0,107.0,71.0,False,False
U04325,149.8,66.4,F,70.9,109.2,104.2,70.9,False,False
U05722,149.9,66.7,F,77.4,113.4,108.4,77.4,False,False
U04582,150.0,64.4,F,75.3,114.9,109.9,75.3,False,False
U05532,150.1,58.8,F,73.6,115.4,110.4,73.6,False,False
U04878,150.1,61.8,F,73.6,116.7,111.7,73.6,False,False
U04188,150.1,45.0,F,73.3,114.3,109.3,73.3,False,False
U05800,150.1,57.5,F,74.0,112.8,107.8,74.0,False,False
U05846,150.2,66.2,F,71.1,113.7,108.7,71.1,False,False
U05292,150.2,50.5,F,73.4,112.7,107.7,73.4,False,False
U05479,150.3,70.1,F,72.4,113.2,108.2,72.4,False,False
U05257,150.3,64.3,F,70.0,113.9,108.9,70.0,False,False
U05368,150.5,60.7,F,72.7,112.9,107.9,72.7,False,False
U04714,150.5,51.8,F,71.0,111.2,106.2,71.0,False,False
U05541,150.5,57.5,F,74.3,112.7,107.7,74.3,False,False
U04734,150.6,53.5,F,71.2,114.2,109.2,71.2,False,False
U04413,150.6,57.7,F,74.1,114.0,109.0,74.1,False,False
U05193,150.7,57.7,F,73.0,112.5,107.5,73.0,False,False
U04207,150.7,50.5,F,75.0,113.4,108.4,75.0,False,False
U06031,150.8,65.2,F,74.0,113.3,108.3,74.0,False,False
U04780,150.8,53.8,F,71.8,116.2,111.2,71.8,False,False
U05604,150.9,54.2,F,72.8,114.2,109.2,72.8,False,False
U05100,151.0,67.6,F,74.6,116.5,111.5,74.6,False,False
U05433,151.0,61.8,F,77.1,114.9,109.9,77.1,False,False
U05341,151.0,64.2,F,73.1,111.5,106.5,73.1,False,False
U05412,151.1,59.1,F,73.4,112.1,107.1,73.4,False,False
U05387,151.2,50.8,F,73.1,113.3,108.3,73.1,False,False
U04322,151.2,46.8,F,70.5,114.7,109.7,70.5,False,False
U04410,151.3,42.8,F,74.0,114.5,109.5,74.0,False,False
U04995,151.3,76.8,F,73.4,112.6,107.6,73.4,False,False
U05286,151.5,50.9,F,71.8,112.0,107.0,71.8,False,False
U04189,151.5,57.2,F,76.5,113.8,108.8,76.5,False,False
U06011,151.6,57.3,F,72.0,113.1,108.1,72.0,False,False
U04268,151.6,64.1,F,74.5,114.3,109.3,74.5,False,False
U05454,151.6,72.1,F,70.6,112.7,107.7,70.6,False,False
U04103,151.7,80.0,F,75.9,114.5,109.5,75.9,False,False
U05123,151.7,54.8,F,73.8,114.7,109.7,73.8,False,False
U04757,151.8,54.8,F,74.2,116.1,111.1,74.2,False,False
U04627,151.8,50.9,F,74.8,113.3,108.3,74.8,False,False
U05444,151.8,50.5,F,72.6,114.2,109.2,72.6,False,False
U04587,151.9,55.2,F,74.5,114.3,109.3,74.5,False,False
U05451,151.9,70.3,F,74.1,112.7,107.7,74.1,False,False
U05918,151.9,60.0,F,75.0,116.9,111.9,75.0,False,False
U04844,151.9,57.7,F,72.3,114.5,109.5,72.3,False,False
U05175,152.0,56.3,F,73.4,114.4,109.4,73.4,False,False
U04364,152.0,58.9,F,70.7,113.3,108.3,70.7,False,False
U04294,152.0,48.5,F,75.7,116.0,111.0,75.7,False,False
U04091,152.1,54.5,F,71.4,113.5,108.5,71.4,False,False
U05667,152.2,57.8,F,73.6,115.4,110.4,73.6,False,False
U04712,152.2,66.7,F,73.6,116.0,111.0,73.6,False,False
U05739,152.2,52.0,F,74.1,117.2,112.2,74.1,False,False
U04600,152.2,55.5,F,72.7,113.3,108.3,72.7,False,False
U04956,152.3,63.6,F,75.8,117.1,112.1,75.8,False,False
U04972,152.3,48.0,F,71.5,115.2,110.2,71.5,False,False
U04333,152.3,47.0,F,74.4,116.9,111.9,74.4,False,False
U05061,152.4,67.2,F,73.3,115.9,110.9,73.3,False,False
U05958,152.4,45.2,F,76.6,115.8,110.8,76.6,False,False
U05168,152.4,54.4,F,71.2,112.8,107.8,71.2,False,False
U04745,152.5,52.3,F,72.8,115.0,110.0,72.8,False,False
U05971,152.5,62.2,F,75.0,115.8,110.8,75.0,False,False
U05850,152.5,52.6,F,75.4,114.8,109.8,75.4,False,False
U04628,152.5,62.3,F,76.1,115.3,110.3,76.1,False,False
U04846,152.5,60.8,F,73.4,116.4,111.4,73.4,False,False
U04518,152.5,55.8,F,74.8,114.6,109.6,74.8,False,False
U04687,152.5,56.3,F,74.4,114.6,109.6,74.4,False,False
U04261,152.6,70.0,F,72.5,115.0,110.0,72.5,False,False
U04287,152.6,62.8,F,73.1,113.7,108.7,73.1,False,False
U04204,152.6,52.2,F,74.3,117.3,112.3,74.3,False,False
U04211,152.6,58.1,F,75.0,114.9,109.9,75.0,False,False
U04642,152.7,68.3,F,76.5,115.7,110.7,76.5,False,False
U04543,152.7,52.2,F,75.2,116.6,111.6,75.2,False,False
U05443,152.7,64.3,F,75.2,114.5,109.5,75.2,False,False
U04437,152.7,74.2,F,74.4,114.2,109.2,74.4,False,False
U00903,152.8,66.3,M,74.0,116.6,111.6,74.0,False,False
U06020,152.8,58.6,F,78.9,118.6,113.6,78.9,False,False
U04320,152.8,57.6,F,75.4,115.9,110.9,75.4,False,False
U05223,152.9,49.9,F,73.9,114.3,109.3,73.9,False,False
U04828,152.9,50.1,F,74.4,114.5,109.5,74.4,False,False
U04979,152.9,51.7,F,72.6,115.5,110.5,72.6,False,False
U05338,152.9,56.3,F,73.8,114.4,109.4,73.8,False,False
U05921,152.9,47.5,F,75.9,117.4,112.4,75.9,False,False
U05209,153.0,51.8,F,75.0,113.3,108.3,75.0,False,False
U04217,153.0,67.7,F,75.4,115.0,110.0,75.4,False,False
U05956,153.0,68.7,F,78.8,115.7,110.7,78.8,False,False
U04374,153.0,55.6,F,73.4,116.0,111.0,73.4,False,False
U04802,153.0,49.6,F,75.5,118.6,113.6,75.5,False,False
U04168,153.0,60.8,F,69.5,113.2,108.2,69.5,False,False
U05237,153.0,60.2,F,71.9,115.5,110.5,71.9,False,False
U04676,153.1,63.4,F,74.7,114.5,109.5,74.7,False,False
U05367,153.1,50.3,F,75.1,114.8,109.8,75.1,False,False
U04667,153.2,69.6,F,72.1,117.8,112.8,72.1,False,False
U05186,153.2,52.2,F,73.0,115.3,110.3,73.0,False,False
U05612,153.3,79.4,F,75.4,116.3,111.3,75.4,False,False
U04784,153.3,59.8,F,74.5,117.0,112.0,74.5,False,False
U04927,153.3,69.5,F,74.5,115.5,110.5,74.5,False,False
U06061,153.3,47.4,F,74.8,116.9,111.9,74.8,False,False
U04263,153.3,49.9,F,74.8,115.0,110.0,74.8,False,False
U05126,153.3,57.0,F,75.8,116.6,111.6,75.8,False,False
U05810,153.3,45.0,F,71.9,116.9,111.9,71.9,False,False
U05140,153.4,60.4,F,74.8,117.9,112.9,74.8,False,False
U05511,153.4,56.8,F,74.3,116.1,111.1,74.3,False,False
U05752,153.4,66.9,F,73.8,117.4,112.4,73.8,False,False
U05434,153.4,60.3,F,74.9,115.4,110.4,74.9,False,False
U05618,153.4,52.4,F,75.2,117.3,112.3,75.2,False,False
U05672,153.5,69.3,F,72.9,115.7,110.7,72.9,False,False
U04404,153.5,70.1,F,78.3,116.0,111.0,78.3,False,False
U04137,153.6,67.8,F,74.6,114.0,109.0,74.6,False,False
U04617,153.6,50.4,F,75.6,116.5,111.5,75.6,False,False
U04466,153.6,61.7,F,71.1,115.3,110.3,71.1,False,False
U05632,153.6,56.6,F,73.1,115.5,110.5,73.1,False,False
U05183,153.6,54.6,F,71.8,115.7,110.7,71.8,False,False
U05236,153.6,63.7,F,73.7,116.0,111.0,73.7,False,False
U04520,153.7,53.5,F,74.0,116.0,111.0,74.0,False,False
U05576,153.7,56.1,F,77.8,119.7,114.7,77.8,False,False
U05411,153.7,44.4,F,73.5,117.8,112.8,73.5,False,False
U05719,153.7,77.2,F,77.5,116.4,111.4,77.5,False,False
U05830,153.8,58.3,F,76.8,115.8,110.8,76.8,False,False
U04199,153.8,75.2,F,77.5,116.2,111.2,77.5,False,False
U04326,153.8,62.6,F,74.0,114.4,109.4,74.0,False,False
U04999,153.8,65.0,F,69.8,115.2,110.2,69.8,False,False
U05370,153.9,64.0,F,76.7,115.0,110.0,76.7,False,False
U04431,153.9,67.9,F,75.3,117.0,112.0,75.3,False,False
U04273,153.9,64.3,F,75.5,117.6,112.6,75.5,False,False
U05909,154.0,68.0,F,78.2,116.7,111.7,78.2,False,False
U05675,154.0,58.9,F,72.9,116.3,111.3,72.9,False,False
U05647,154.0,61.2,F,78.0,116.9,111.9,78.0,False,False
U04255,154.0,56.0,F,75.1,114.8,109.8,75.1,False,False
U05395,154.1,54.9,F,74.9,115.1,110.1,74.9,False,False
U05273,154.1,53.9,F,76.4,116.0,111.0,76.4,False,False
U04797,154.1,47.8,F,74.1,116.6,111.6,74.1,False,False
U05925,154.1,58.2,F,75.3,116.6,111.6,75.3,False,False
U05648,154.1,58.5,F,78.0,116.1,111.1,78.0,False,False
U01487,154.2,63.9,M,75.5,115.0,110.0,75.5,False,False
U05868,154.2,61.0,F,72.2,115.8,110.8,72.2,False,False
U05631,154.2,53.2,F,75.8,117.5,112.5,75.8,False,False
U05495,154.3,80.4,F,74.9,116.4,111.4,74.9,False,False
U05383,154.3,62.3,F,74.4,117.1,112.1,74.4,False,False
U05141,154.3,66.6,F,76.9,116.8,111.8,76.9,False,False
U04731,154.3,57.7,F,72.2,116.4,111.4,72.2,False,False
U05267,154.3,53.3,F,72.2,116.1,111.1,72.2,False,False
U05264,154.3,57.6,F,74.7,115.4,110.4,74.7,False,False
U04693,154.3,66.9,F,74.9,116.3,111.3,74.9,False,False
U05943,154.3,65.2,F,72.0,114.8,109.8,72.0,False,False
U05551,154.3,56.7,F,79.5,117.8,112.8,79.5,False,False
U05259,154.4,56.0,F,75.7,119.1,114.1,75.7,False,False
U05607,154.5,52.6,F,75.5,115.8,110.8,75.5,False,False
U04598,154.5,64.5,F,74.5,118.3,113.3,74.5,False,False
U05724,154.5,59.9,F,74.9,116.6,111.6,74.9,False,False
U05473,154.5,54.3,F,75.2,116.5,111.5,75.2,False,False
U05663,154.5,43.2,F,74.7,118.6,113.6,74.7,False,False
U06039,154.5,63.1,F,75.3,120.9,115.9,75.3,False,False
U05951,154.5,58.3,F,73.3,115.7,110.7,73.3,False,False
U04138,154.6,60.7,F,74.0,113.9,108.9,74.0,False,False
U04842,154.6,54.0,F,72.9,116.6,111.6,72.9,False,False
U05352,154.6,53.2,F,77.6,117.0,112.0,77.6,False,False
U04614,154.6,51.3,F,75.3,116.9,111.9,75.3,False,False
U04789,154.6,58.3,F,73.7,117.4,112.4,73.7,False,False
U05010,154.7,52.5,F,75.0,117.2,112.2,75.0,False,False
U04660,154.7,53.0,F,76.5,116.8,111.8,76.5,False,False
U05150,154.7,56.7,F,75.1,117.9,112.9,75.1,False,False
U05008,154.7,69.2,F,77.1,120.9,115.9,77.1,False,False
U05017,154.7,69.3,F,77.0,117.5,112.5,77.0,False,False
U05622,154.7,57.8,F,76.3,116.0,111.0,76.3,False,False
U04382,154.7,56.1,F,75.7,117.7,112.7,75.7,False,False
U06027,154.8,59.1,F,74.2,119.0,114.0,74.2,False,False
U06017,154.8,58.0,F,73.2,118.0,113.0,73.2,False,False
U04435,154.8,68.1,F,74.2,119.7,114.7,74.2,False,False
U04172,154.8,63.5,F,71.1,116.0,111.0,71.1,False,False
U05787,154.8,71.3,F,77.4,119.0,114.0,77.4,False,False
U05330,154.8,64.7,F,78.8,116.7,111.7,78.8,False,False
U05915,154.8,48.9,F,77.7,118.5,113.5,77.7,False,False
U06029,154.9,67.6,F,79.0,118.3,113.3,79.0,False,False
U05861,154.9,67.5,F,76.3,119.6,114.6,76.3,False,False
U04236,154.9,59.2,F,74.0,117.0,112.0,74.0,False,False
U05822,154.9,72.3,F,74.2,119.0,114.0,74.2,False,False
U04926,154.9,59.1,F,75.8,117.8,112.8,75.8,False,False
U04231,154.9,67.6,F,72.8,114.8,109.8,72.8,False,False
U05645,155.0,57.8,F,73.4,114.8,109.8,73.4,False,False
U04729,155.0,57.4,F,72.8,120.4,115.4,72.8,False,False
U05001,155.0,52.6,F,71.9,118.3,113.3,71.9,False,False
U04580,155.0,65.4,F,78.7,118.5,113.5,78.7,False,False
U04829,155.1,62.6,F,77.8,120.3,115.3,77.8,False,False
U04120,155.2,52.4,F,74.3,118.5,113.5,74.3,False,False
U04955,155.2,59.1,F,77.3,118.5,113.5,77.3,False,False
U04724,155.2,43.1,F,74.3,119.5,114.5,74.3,False,False
U05210,155.2,63.1,F,73.0,115.5,110.5,73.0,False,False
U04215,155.2,74.5,F,74.6,115.0,110.0,74.6,False,False
U05866,155.3,71.2,F,80.2,116.2,111.2,80.2,False,False
U05613,155.3,57.2,F,77.1,117.5,112.5,77.1,False,False
U05515,155.3,62.4,F,73.8,117.8,112.8,73.8,False,False
U05373,155.4,60.1,F,72.4,116.6,111.6,72.4,False,False
U04157,155.4,73.0,F,75.5,117.8,112.8,75.5,False,False
U05528,155.4,53.6,F,73.0,115.7,110.7,73.0,False,False
U05137,155.5,69.8,F,78.1,116.5,111.5,78.1,False,False
U04751,155.5,54.7,F,72.9,116.7,111.7,72.9,False,False
U04663,155.5,70.5,F,79.4,118.0,113.0,79.4,False,False
U04153,155.5,64.5,F,72.8,118.1,113.1,72.8,False,False
U05599,155.5,63.9,F,72.7,114.9,109.9,72.7,False,False
U05388,155.5,52.0,F,72.7,119.0,114.0,72.7,False,False
U04484,155.6,40.0,F,74.5,118.0,113.0,74.5,False,False
U04982,155.6,61.3,F,75.5,118.6,113.6,75.5,False,False
U04335,155.6,59.7,F,77.1,118.5,113.5,77.1,False,False
U05049,155.6,71.8,F,74.5,117.8,112.8,74.5,False,False
U04805,155.7,50.6,F,74.0,118.7,113.7,74.0,False,False
U05004,155.7,66.7,F,75.1,118.8,113.8,75.1,False,False
U05587,155.7,58.7,F,73.3,117.3,112.3,73.3,False,False
U06016,155.7,71.5,F,78.2,117.5,112.5,78.2,False,False
U05669,155.7,75.8,F,76.7,117.3,112.3,76.7,False,False
U04629,155.7,66.4,F,78.4,118.3,113.3,78.4,False,False
U05969,155.7,52.8,F,74.5,119.4,114.4,74.5,False,False
U05481,155.8,75.4,F,73.8,114.9,109.9,73.8,False,False
U04836,155.8,51.9,F,75.3,118.9,113.9,75.3,False,False
U05416,155.8,70.7,F,77.7,119.6,114.6,77.7,False,False
U04312,155.8,72.7,F,76.3,116.7,111.7,76.3,False,False
U04540,155.8,51.1,F,73.6,114.9,109.9,73.6,False,False
U05975,155.8,58.2,F,76.6,117.5,112.5,76.6,False,False
U05509,155.8,80.4,F,75.6,119.0,114.0,75.6,False,False
U04237,155.9,56.3,F,73.5,115.8,110.8,73.5,False,False
U05278,155.9,66.4,F,75.8,115.6,110.6,75.8,False,False
U05206,155.9,57.4,F,79.2,117.3,112.3,79.2,False,False
U04725,155.9,74.6,F,75.2,119.1,114.1,75.2,False,False
U04244,155.9,67.1,F,79.2,118.7,113.7,79.2,False,False
U05281,155.9,47.8,F,74.4,117.0,112.0,74.4,False,False
U02725,155.9,63.9,M,76.8,117.8,112.8,76.8,False,False
U04897,155.9,58.4,F,74.8,118.8,113.8,74.8,False,False
U05359,155.9,64.8,F,73.6,116.3,111.3,73.6,False,False
U05556,156.0,84.6,F,75.3,115.3,110.3,75.3,False,False
U04208,156.0,63.7,F,75.5,117.3,112.3,75.5,False,False
U05629,156.0,51.6,F,74.4,119.2,114.2,74.4,False,False
U04250,156.0,60.2,F,73.1,118.5,113.5,73.1,False,False
U05270,156.0,65.8,F,72.9,116.7,111.7,72.9,False,False
U05531,156.0,65.4,F,74.6,116.3,111.3,74.6,False,False
U05899,156.0,68.4,F,77.8,118.0,113.0,77.8,False,False
U04909,156.0,56.3,F,72.0,119.4,114.4,72.0,False,False
U05885,156.0,78.2,F,79.4,119.3,114.3,79.4,False,False
U05012,156.0,74.9,F,77.7,117.7,112.7,77.7,False,False
U04083,156.0,65.7,F,75.6,118.0,113.0,75.6,False,False
U06033,156.0,51.7,F,74.9,117.6,112.6,74.9,False,False
U04182,156.0,47.1,F,75.7,118.3,113.3,75.7,False,False
U06010,156.1,85.7,F,78.9,120.0,115.0,78.9,False,False
U05876,156.1,55.7,F,78.8,119.4,114.4,78.8,False,False
U05487,156.1,58.9,F,76.1,119.6,114.6,76.1,False,False
U05728,156.1,64.3,F,77.0,119.7,114.7,77.0,False,False
U05184,156.1,71.5,F,76.2,120.1,115.1,76.2,False,False
U04692,156.1,70.7,F,76.1,119.2,114.2,76.1,False,False
U04232,156.1,54.9,F,74.2,118.5,113.5,74.2,False,False
U06054,156.1,66.8,F,79.9,118.7,113.7,79.9,False,False
U05762,156.1,83.1,F,79.8,120.4,115.4,79.8,False,False
U05496,156.1,67.3,F,72.4,117.3,112.3,72.4,False,False
U05900,156.1,62.3,F,77.6,119.9,114.9,77.6,False,False
U05165,156.2,71.2,F,77.7,118.4,113.4,77.7,False,False
U05192,156.2,60.7,F,73.2,117.8,112.8,73.2,False,False
U04422,156.2,56.1,F,77.5,119.0,114.0,77.5,False,False
U05480,156.2,69.9,F,76.7,118.7,113.7,76.7,False,False
U04659,156.2,54.9,F,77.7,120.1,115.1,77.7,False,False
U04449,156.2,49.3,F,73.8,120.2,115.2,73.8,False,False
U04694,156.2,59.7,F,73.1,117.2,112.2,73.1,False,False
U04785,156.3,68.6,F,77.8,118.5,113.5,77.8,False,False
U05334,156.3,49.7,F,74.5,117.5,112.5,74.5,False,False
U05248,156.3,65.3,F,75.8,118.0,113.0,75.8,False,False
U05308,156.3,61.4,F,75.1,117.6,112.6,75.1,False,False
U04733,156.3,62.7,F,78.1,119.5,114.5,78.1,False,False
U05734,156.3,63.1,F,76.2,118.1,113.1,76.2,False,False
U05252,156.3,59.7,F,74.8,117.6,112.6,74.8,False,False
U04948,156.3,74.4,F,78.1,120.8,115.8,78.1,False,False
U04754,156.3,66.9,F,80.2,119.4,114.4,80.2,False,False
U05230,156.3,71.6,F,72.1,118.1,113.1,72.1,False,False
U05079,156.3,43.5,F,71.3,120.0,115.0,71.3,False,False
U05680,156.3,59.1,F,74.1,119.2,114.2,74.1,False,False
U05145,156.3,64.5,F,79.1,117.8,112.8,79.1,False,False
U05851,156.3,56.4,F,77.3,120.5,115.5,77.3,False,False
U04318,156.3,58.3,F,76.0,117.2,112.2,76.0,False,False
U05864,156.4,60.4,F,80.1,119.6,114.6,80.1,False,False
U04424,156.4,72.5,F,77.3,116.3,111.3,77.3,False,False
U05636,156.4,62.2,F,76.8,118.2,113.2,76.8,False,False
U05683,156.4,65.8,F,79.6,119.7,114.7,79.6,False,False
U04719,156.5,60.9,F,75.6,119.2,114.2,75.6,False,False
U04801,156.5,51.2,F,79.8,120.8,115.8,79.8,False,False
U05827,156.5,51.8,F,76.1,119.3,114.3,76.1,False,False
U04332,156.5,64.0,F,77.4,120.7,115.7,77.4,False,False
U05970,156.5,55.2,F,76.4,119.6,114.6,76.4,False,False
U05410,156.5,64.6,F,74.7,120.6,115.6,74.7,False,False
U05584,156.6,62.0,F,75.9,119.5,114.5,75.9,False,False
U05920,156.6,71.2,F,75.7,117.0,112.0,75.7,False,False
U04813,156.6,56.7,F,76.7,121.4,116.4,76.7,False,False
U04159,156.6,69.3,F,79.3,120.6,115.6,79.3,False,False
U05747,156.6,61.1,F,78.2,118.1,113.1,78.2,False,False
U00777,156.6,86.7,M,76.0,115.8,110.8,76.0,False,False
U05082,156.6,57.8,F,76.6,118.5,113.5,76.6,False,False
U05686,156.6,59.3,F,77.7,120.2,115.2,77.7,False,False
U04755,156.6,59.9,F,74.7,119.3,114.3,74.7,False,False
U06043,156.7,59.4,F,77.7,119.6,114.6,77.7,False,False
U03066,156.7,61.9,M,78.3,116.9,111.9,78.3,False,False
U05696,156.7,45.4,F,77.1,120.1,115.1,77.1,False,False
U04072,156.7,62.0,M,75.1,116.6,111.6,75.1,False,False
U05527,156.7,48.9,F,76.2,117.1,112.1,76.2,False,False
U05229,156.7,75.0,F,75.4,116.0,111.0,75.4,False,False
U05993,156.7,64.4,F,75.5,118.5,113.5,75.5,False,False
U05939,156.7,66.1,F,75.0,119.3,114.3,75.0,False,False
U00216,156.7,47.4,M,72.1,117.8,112.8,72.1,False,False
U04327,156.7,65.3,F,77.9,117.7,112.7,77.9,False,False
U05560,156.7,46.9,F,73.1,117.2,112.2,73.1,False,False
U05674,156.7,56.7,F,78.1,117.8,112.8,78.1,False,False
U05039,156.7,65.9,F,74.6,118.0,113.0,74.6,False,False
U05072,156.8,65.2,F,73.5,119.2,114.2,73.5,False,False
U04521,156.8,58.1,F,74.3,119.7,114.7,74.3,False,False
U05521,156.8,63.8,F,74.8,117.0,112.0,74.8,False,False
U04616,156.8,65.8,F,77.2,119.8,114.8,77.2,False,False
U04750,156.8,50.3,F,76.5,120.3,115.3,76.5,False,False
U01982,156.8,63.9,M,73.5,118.3,113.3,73.5,False,False
U05047,156.8,68.3,F,78.8,118.6,113.6,78.8,False,False
U05502,156.9,71.7,F,75.9,116.0,111.0,75.9,False,False
U04529,156.9,63.5,F,75.2,116.8,111.8,75.2,False,False
U04522,156.9,68.4,F,72.5,116.9,111.9,72.5,False,False
U04930,156.9,55.0,F,75.7,119.5,114.5,75.7,False,False
U05379,156.9,58.9,F,77.3,120.0,115.0,77.3,False,False
U05963,156.9,70.2,F,78.4,118.7,113.7,78.4,False,False
U04334,157.0,50.2,F,74.4,118.1,113.1,74.4,False,False
U05448,157.0,80.2,F,75.0,116.5,111.5,75.0,False,False
U04288,157.0,46.7,F,77.5,118.3,113.3,77.5,False,False
U01604,157.0,61.8,M,75.2,116.9,111.9,75.2,False,False
U05447,157.0,46.3,F,75.9,117.8,112.8,75.9,False,False
U05251,157.0,67.2,F,71.8,117.4,112.4,71.8,False,False
U01966,157.0,87.3,M,79.4,117.1,112.1,79.4,False,False
U04874,157.0,68.9,F,75.1,118.2,113.2,75.1,False,False
U04690,157.0,50.2,F,75.0,118.1,113.1,75.0,False,False
U05321,157.0,49.3,F,75.5,118.4,113.4,75.5,False,False
U05786,157.1,62.6,F,77.6,119.0,114.0,77.6,False,False
U00459,157.1,77.4,M,75.3,118.4,113.4,75.3,False,False
U04457,157.1,70.2,F,76.8,118.0,113.0,76.8,False,False
U05803,157.1,52.1,F,78.1,118.7,113.7,78.1,False,False
U04744,157.1,70.2,F,77.3,119.6,114.6,77.3,False,False
U05757,157.1,53.2,F,78.7,120.4,115.4,78.7,False,False
U05384,157.1,62.8,F,77.3,118.3,113.3,77.3,False,False
U04225,157.2,61.6,F,76.5,120.6,115.6,76.5,False,False
U05485,157.2,63.2,F,79.1,116.9,111.9,79.1,False,False
U04278,157.2,59.2,F,75.2,118.6,113.6,75.2,False,False
U01875,157.2,65.8,M,75.5,116.9,111.9,75.5,False,False
U01842,157.2,59.2,M,73.0,116.8,111.8,73.0,False,False
U01523,157.2,67.5,M,74.0,119.6,114.6,74.0,False,False
U04087,157.2,88.6,F,76.2,121.0,116.0,76.2,False,False
U05999,157.2,49.7,F,77.2,118.4,113.4,77.2,False,False
U05689,157.2,63.4,F,76.5,117.4,112.4,76.5,False,False
U05211,157.2,65.3,F,76.0,118.9,113.9,76.0,False,False
U04398,157.3,74.8,F,76.2,120.0,115.0,76.2,False,False
U05059,157.3,58.9,F,75.0,118.1,113.1,75.0,False,False
U04329,157.3,75.0,F,77.8,119.8,114.8,77.8,False,False
U05289,157.3,57.3,F,78.0,119.5,114.5,78.0,False,False
U05015,157.3,64.3,F,74.9,118.7,113.7,74.9,False,False
U05639,157.3,57.2,F,74.1,116.4,111.4,74.1,False,False
U06046,157.3,52.0,F,81.1,121.1,116.1,81.1,False,False
U05676,157.3,64.0,F,79.9,119.0,114.0,79.9,False,False
U05138,157.3,64.0,F,78.9,120.4,115.4,78.9,False,False
U05083,157.3,71.3,F,74.8,118.8,113.8,74.8,False,False
U05919,157.3,64.0,F,76.0,119.4,114.4,76.0,False,False
U05365,157.3,81.4,F,77.8,118.5,113.5,77.8,False,False
U04996,157.3,57.8,F,77.8,119.9,114.9,77.8,False,False
U05912,157.3,62.4,F,73.8,118.2,113.2,73.8,False,False
U04932,157.4,70.1,F,76.0,118.7,113.7,76.0,False,False
U05213,157.4,56.9,F,76.2,119.9,114.9,76.2,False,False
U04895,157.4,60.2,F,77.1,120.3,115.3,77.1,False,False
U04700,157.4,63.0,F,75.2,120.8,115.8,75.2,False,False
U05208,157.4,61.8,F,76.2,118.0,113.0,76.2,False,False
U04678,157.4,65.4,F,78.8,121.2,116.2,78.8,False,False
U04200,157.4,68.6,F,77.4,121.4,116.4,77.4,False,False
U04795,157.4,64.8,F,75.9,120.8,115.8,75.9,False,False
U05066,157.4,58.2,F,77.0,119.3,114.3,77.0,False,False
U05796,157.4,60.1,F,78.3,116.7,111.7,78.3,False,False
U04516,157.4,66.1,F,76.6,119.9,114.9,76.6,False,False
U04703,157.4,68.7,F,76.5,117.4,112.4,76.5,False,False
